DOR Code,LEA Code,Municipality,County,Cherry Sheet FY,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita
124,124,Hardwick,WORCESTER,2019,"3,008","49,292,000","16,387","235,348,800","78,241"
125,125,Harvard,WORCESTER,2019,"6,573","426,558,000","64,895","1,112,579,800","169,265"
126,126,Harwich,BARNSTABLE,2019,"12,180","447,370,000","36,730","5,172,756,600","424,693"
127,127,Hatfield,HAMPSHIRE,2019,"3,298","112,701,000","34,173","535,723,900","162,439"
128,128,Haverhill,ESSEX,2019,"62,765","1,749,601,000","27,875","5,812,453,600","92,607"
129,129,Hawley,FRANKLIN,2019,331,"5,362,000","16,199","52,222,400","157,772"
130,130,Heath,FRANKLIN,2019,693,"8,822,000","12,730","96,911,500","139,843"
131,131,Hingham,PLYMOUTH,2019,"23,120","2,610,730,000","112,921","6,668,867,000","288,446"
132,132,Hinsdale,BERKSHIRE,2019,"1,959","62,875,000","32,095","303,864,800","155,112"
133,133,Holbrook,NORFOLK,2019,"11,050","322,729,000","29,206","1,127,964,100","102,078"
134,134,Holden,WORCESTER,2019,"18,645","788,965,000","42,315","2,129,003,300","114,186"
135,135,Holland,HAMPDEN,2019,"2,506","73,403,000","29,291","340,016,400","135,681"
136,136,Holliston,MIDDLESEX,2019,"14,525","819,509,000","56,421","2,407,279,400","165,734"
137,137,Holyoke,HAMPDEN,2019,"40,684","663,635,000","16,312","2,101,821,200","51,662"
138,138,Hopedale,WORCESTER,2019,"5,955","240,631,000","40,408","708,023,100","118,896"
139,139,Hopkinton,MIDDLESEX,2019,"16,674","1,402,530,000","84,115","3,551,620,800","213,004"
140,140,Hubbardston,WORCESTER,2019,"4,596","152,376,000","33,154","417,293,300","90,795"
141,141,Hudson,MIDDLESEX,2019,"19,864","728,402,000","36,669","2,465,036,000","124,096"
142,142,Hull,PLYMOUTH,2019,"10,491","390,051,000","37,180","2,074,982,700","197,787"
143,143,Huntington,HAMPSHIRE,2019,"2,181","64,031,000","29,359","196,611,000","90,147"
144,144,Ipswich,ESSEX,2019,"13,804","662,707,000","48,008","2,656,625,000","192,453"
145,145,Kingston,PLYMOUTH,2019,"13,301","528,290,000","39,718","1,801,085,800","135,410"
146,146,Lakeville,PLYMOUTH,2019,"11,338","420,936,000","37,126","1,560,763,600","137,658"
147,147,Lancaster,WORCESTER,2019,"8,166","273,542,000","33,498","892,728,400","109,323"
148,148,Lanesborough,BERKSHIRE,2019,"2,991","74,735,000","24,987","413,758,100","138,334"
149,149,Lawrence,ESSEX,2019,"80,231","1,193,179,000","14,872","3,559,850,600","44,370"
150,150,Lee,BERKSHIRE,2019,"5,816","160,153,000","27,537","971,502,900","167,040"
151,151,Leicester,WORCESTER,2019,"11,334","322,191,000","28,427","938,090,200","82,768"
152,152,Lenox,BERKSHIRE,2019,"4,988","236,649,000","47,444","1,236,509,800","247,897"
153,153,Leominster,WORCESTER,2019,"41,569","1,139,293,000","27,407","3,443,640,600","82,842"
154,154,Leverett,FRANKLIN,2019,"1,845","71,918,000","38,980","263,543,700","142,842"
155,155,Lexington,MIDDLESEX,2019,"33,394","3,748,957,000","112,264","10,863,785,200","325,321"
156,156,Leyden,FRANKLIN,2019,713,"27,402,000","38,432","84,406,000","118,381"
157,157,Lincoln,MIDDLESEX,2019,"7,491","907,873,000","121,195","2,091,782,100","279,239"
158,158,Littleton,MIDDLESEX,2019,"9,912","467,059,000","47,121","1,710,179,700","172,536"
159,159,Longmeadow,HAMPDEN,2019,"15,898","1,087,266,000","68,390","2,077,458,300","130,674"
160,160,Lowell,MIDDLESEX,2019,"110,699","2,314,118,000","20,905","7,154,033,100","64,626"
161,161,Ludlow,HAMPDEN,2019,"21,472","563,460,000","26,242","2,094,585,700","97,550"
162,162,Lunenburg,WORCESTER,2019,"11,241","396,632,000","35,284","1,293,035,700","115,029"
163,163,Lynn,ESSEX,2019,"92,457","1,867,148,000","20,195","6,738,721,300","72,885"
164,164,Lynnfield,ESSEX,2019,"12,761","965,904,000","75,692","3,007,167,600","235,653"
165,165,Malden,MIDDLESEX,2019,"61,068","1,537,861,000","25,183","6,275,190,000","102,757"
166,166,Manchester By The Sea,ESSEX,2019,"5,366","685,823,000","127,809","2,394,763,100","446,285"
167,167,Mansfield,BRISTOL,2019,"23,687","1,101,187,000","46,489","3,521,948,200","148,687"
168,168,Marblehead,ESSEX,2019,"20,517","1,757,135,000","85,643","5,735,475,100","279,547"
169,169,Marion,PLYMOUTH,2019,"5,086","283,774,000","55,795","1,612,928,900","317,131"
170,170,Marlborough,MIDDLESEX,2019,"39,818","1,386,633,000","34,824","5,355,166,300","134,491"
171,171,Marshfield,PLYMOUTH,2019,"25,709","1,280,045,000","49,790","4,661,838,100","181,331"
172,172,Mashpee,BARNSTABLE,2019,"14,154","501,888,000","35,459","5,088,701,800","359,524"
173,173,Mattapoisett,PLYMOUTH,2019,"6,267","355,191,000","56,676","1,699,019,800","271,106"
174,174,Maynard,MIDDLESEX,2019,"10,676","399,170,000","37,389","1,322,157,600","123,844"
175,175,Medfield,NORFOLK,2019,"12,718","1,172,354,000","92,181","2,639,413,000","207,534"
176,176,Medford,MIDDLESEX,2019,"57,403","2,092,977,000","36,461","8,962,552,200","156,134"
177,177,Medway,NORFOLK,2019,"13,253","653,874,000","49,338","1,890,229,500","142,627"
178,178,Melrose,MIDDLESEX,2019,"27,997","1,331,541,000","47,560","4,523,617,700","161,575"
179,179,Mendon,WORCESTER,2019,"6,024","339,906,000","56,425","901,857,400","149,711"
180,180,Merrimac,ESSEX,2019,"6,800","230,534,000","33,902","746,617,400","109,797"
181,181,Methuen,ESSEX,2019,"49,660","1,444,949,000","29,097","5,170,366,300","104,115"
182,182,Middleborough,PLYMOUTH,2019,"24,350","667,042,000","27,394","2,456,342,300","100,876"
183,183,Middlefield,HAMPSHIRE,2019,527,"10,204,000","19,362","65,947,000","125,137"
184,184,Middleton,ESSEX,2019,"9,738","479,840,000","49,275","1,895,561,200","194,656"
185,185,Milford,WORCESTER,2019,"28,614","941,585,000","32,906","3,206,234,500","112,051"
186,186,Millbury,WORCESTER,2019,"13,537","430,244,000","31,783","1,531,502,600","113,135"
187,187,Millis,NORFOLK,2019,"8,169","336,387,000","41,178","1,158,638,500","141,834"
188,188,Millville,WORCESTER,2019,"3,234","96,628,000","29,879","287,812,000","88,996"
189,189,Milton,NORFOLK,2019,"27,374","1,805,610,000","65,961","5,448,423,500","199,036"
190,190,Monroe,FRANKLIN,2019,120,"963,000","8,025","26,041,800","217,015"
191,191,Monson,HAMPDEN,2019,"8,789","248,153,000","28,234","771,423,700","87,771"
192,192,Montague,FRANKLIN,2019,"8,272","190,434,000","23,022","819,151,800","99,027"
193,193,Monterey,BERKSHIRE,2019,948,"26,038,000","27,466","512,880,300","541,013"
194,194,Montgomery,HAMPDEN,2019,859,"28,839,000","33,573","107,499,100","125,144"
195,195,Mount Washington,BERKSHIRE,2019,163,"4,777,000","29,307","84,080,700","515,833"
196,196,Nahant,ESSEX,2019,"3,485","213,852,000","61,364","855,781,400","245,561"
197,197,Nantucket,NANTUCKET,2019,"10,925","643,504,000","58,902","21,682,664,300","1,984,683"
198,198,Natick,MIDDLESEX,2019,"36,262","1,961,961,000","54,105","7,812,219,900","215,438"
199,199,Needham,NORFOLK,2019,"30,564","3,378,120,000","110,526","9,675,551,500","316,567"
200,200,New Ashford,BERKSHIRE,2019,225,"6,401,000","28,449","41,454,700","184,243"
201,201,New Bedford,BRISTOL,2019,"94,958","1,597,501,000","16,823","5,618,295,200","59,166"
202,202,New Braintree,WORCESTER,2019,"1,022","36,310,000","35,528","106,822,200","104,523"
203,205,New Marlborough,BERKSHIRE,2019,"1,478","35,533,000","24,041","509,073,000","344,434"
204,206,New Salem,FRANKLIN,2019,999,"25,655,000","25,681","107,358,200","107,466"
205,203,Newbury,ESSEX,2019,"6,971","400,438,000","57,443","1,397,923,000","200,534"
206,204,Newburyport,ESSEX,2019,"17,982","1,002,210,000","55,734","4,020,718,600","223,597"
207,207,Newton,MIDDLESEX,2019,"88,817","10,397,738,000","117,069","26,237,044,400","295,406"
208,208,Norfolk,NORFOLK,2019,"11,908","608,868,000","51,131","1,697,790,600","142,576"
209,209,North Adams,BERKSHIRE,2019,"13,263","211,653,000","15,958","763,510,200","57,567"
210,211,North Andover,ESSEX,2019,"29,721","1,630,913,000","54,874","4,736,933,700","159,380"
211,212,North Attleborough,BRISTOL,2019,"29,071","1,133,378,000","38,987","3,832,030,100","131,816"
212,215,North Brookfield,WORCESTER,2019,"4,749","123,099,000","25,921","399,804,700","84,187"
213,217,North Reading,MIDDLESEX,2019,"15,636","870,223,000","55,655","2,977,971,300","190,456"
214,210,Northampton,HAMPSHIRE,2019,"28,540","995,341,000","34,875","3,523,921,000","123,473"
215,213,Northborough,WORCESTER,2019,"15,042","783,368,000","52,079","2,719,405,300","180,787"
216,214,Northbridge,WORCESTER,2019,"16,544","552,966,000","33,424","1,560,578,700","94,329"
217,216,Northfield,FRANKLIN,2019,"2,992","87,359,000","29,198","459,130,600","153,453"
218,218,Norton,BRISTOL,2019,"19,468","669,753,000","34,403","2,191,751,500","112,582"
219,219,Norwell,PLYMOUTH,2019,"10,984","977,945,000","89,034","2,543,299,700","231,546"
220,220,Norwood,NORFOLK,2019,"29,095","1,227,034,000","42,173","5,011,923,000","172,261"
221,221,Oak Bluffs,DUKES,2019,"4,677","101,648,000","21,734","2,830,191,100","605,130"
222,222,Oakham,WORCESTER,2019,"1,929","69,806,000","36,188","203,703,900","105,601"
223,223,Orange,FRANKLIN,2019,"7,651","138,668,000","18,124","491,968,000","64,301"
224,224,Orleans,BARNSTABLE,2019,"5,846","296,258,000","50,677","3,997,189,000","683,748"
225,225,Otis,BERKSHIRE,2019,"1,576","46,218,000","29,326","651,204,800","413,201"
226,226,Oxford,WORCESTER,2019,"13,916","419,193,000","30,123","1,330,862,700","95,635"
227,227,Palmer,HAMPDEN,2019,"12,191","303,789,000","24,919","921,680,800","75,603"
228,228,Paxton,WORCESTER,2019,"4,884","184,297,000","37,735","476,325,100","97,528"
229,229,Peabody,ESSEX,2019,"52,504","1,648,740,000","31,402","7,211,777,900","137,357"
230,230,Pelham,HAMPSHIRE,2019,"1,330","49,899,000","37,518","178,528,700","134,232"
231,231,Pembroke,PLYMOUTH,2019,"18,273","728,489,000","39,867","2,575,492,400","140,945"
232,232,Pepperell,MIDDLESEX,2019,"12,165","423,815,000","34,839","1,178,064,200","96,840"
233,233,Peru,BERKSHIRE,2019,845,"15,715,000","18,598","86,536,600","102,410"
234,234,Petersham,WORCESTER,2019,"1,246","37,553,000","30,139","155,803,200","125,043"
235,235,Phillipston,WORCESTER,2019,"1,747","44,509,000","25,477","192,525,000","110,203"
236,236,Pittsfield,BERKSHIRE,2019,"43,303","1,111,994,000","25,679","3,465,640,800","80,032"
237,237,Plainfield,HAMPSHIRE,2019,652,"13,261,000","20,339","86,493,600","132,659"
238,238,Plainville,NORFOLK,2019,"9,057","351,423,000","38,801","1,390,184,300","153,493"
239,239,Plymouth,PLYMOUTH,2019,"58,890","2,058,198,000","34,950","9,660,314,400","164,040"
240,240,Plympton,PLYMOUTH,2019,"2,917","107,705,000","36,923","504,133,700","172,826"
241,241,Princeton,WORCESTER,2019,"3,470","176,083,000","50,744","467,603,100","134,756"
242,242,Provincetown,BARNSTABLE,2019,"2,968","146,435,000","49,338","2,783,272,800","937,760"
243,243,Quincy,NORFOLK,2019,"93,618","3,018,153,000","32,239","12,930,445,600","138,119"
244,244,Randolph,NORFOLK,2019,"33,699","904,791,000","26,849","3,154,751,600","93,616"
245,245,Raynham,BRISTOL,2019,"13,797","533,294,000","38,653","2,011,714,400","145,808"
246,246,Reading,MIDDLESEX,2019,"25,704","1,434,749,000","55,818","4,649,555,300","180,888"
247,247,Rehoboth,BRISTOL,2019,"12,008","508,054,000","42,310","1,758,293,500","146,427"
248,248,Revere,SUFFOLK,2019,"53,422","1,221,133,000","22,858","4,907,377,600","91,861"
249,249,Richmond,BERKSHIRE,2019,"1,429","88,702,000","62,073","400,517,600","280,278"
250,250,Rochester,PLYMOUTH,2019,"5,494","234,977,000","42,770","868,815,700","158,139"
251,251,Rockland,PLYMOUTH,2019,"17,832","521,360,000","29,237","1,963,877,100","110,132"
252,252,Rockport,ESSEX,2019,"7,206","335,698,000","46,586","1,939,370,400","269,133"
253,253,Rowe,FRANKLIN,2019,383,"11,669,000","30,467","297,787,500","777,513"
254,254,Rowley,ESSEX,2019,"6,285","281,131,000","44,730","1,010,513,300","160,782"
255,255,Royalston,WORCESTER,2019,"1,274","29,886,000","23,458","129,382,800","101,556"
256,256,Russell,HAMPDEN,2019,"1,787","39,456,000","22,079","137,623,100","77,013"
257,257,Rutland,WORCESTER,2019,"8,527","296,746,000","34,801","816,084,800","95,706"
258,258,Salem,ESSEX,2019,"42,869","1,243,530,000","29,008","4,790,270,400","111,742"
259,259,Salisbury,ESSEX,2019,"9,261","250,112,000","27,007","1,587,264,800","171,392"
260,260,Sandisfield,BERKSHIRE,2019,910,"18,317,000","20,129","222,124,900","244,093"
261,261,Sandwich,BARNSTABLE,2019,"20,445","777,224,000","38,015","4,063,013,700","198,729"
262,262,Saugus,ESSEX,2019,"27,994","918,200,000","32,800","4,162,848,900","148,705"
263,263,Savoy,BERKSHIRE,2019,677,"17,707,000","26,155","70,533,300","104,185"
264,264,Scituate,PLYMOUTH,2019,"18,478","1,134,301,000","61,387","4,433,619,600","239,940"
265,265,Seekonk,BRISTOL,2019,"14,968","526,840,000","35,198","2,241,360,800","149,744"
266,266,Sharon,NORFOLK,2019,"18,173","1,171,744,000","64,477","3,353,753,400","184,546"
267,267,Sheffield,BERKSHIRE,2019,"3,191","100,320,000","31,438","646,313,000","202,542"
268,268,Shelburne,FRANKLIN,2019,"1,848","38,380,650","20,769","243,225,400","131,615"
269,269,Sherborn,MIDDLESEX,2019,"4,300","844,786,000","196,462","1,231,829,100","286,472"
270,270,Shirley,MIDDLESEX,2019,"7,400","200,847,000","27,141","627,194,900","84,756"
271,271,Shrewsbury,WORCESTER,2019,"36,805","1,951,810,000","53,031","5,538,400,100","150,480"
272,272,Shutesbury,FRANKLIN,2019,"1,764","44,561,000","25,261","226,950,300","128,657"
273,273,Somerset,BRISTOL,2019,"18,288","527,331,000","28,835","2,108,404,600","115,289"
274,274,Somerville,MIDDLESEX,2019,"80,318","2,947,986,000","36,704","12,444,120,100","154,936"
275,278,South Hadley,HAMPSHIRE,2019,"17,743","537,001,000","30,266","1,511,272,400","85,176"
276,275,Southampton,HAMPSHIRE,2019,"6,152","231,346,000","37,605","718,908,600","116,858"
277,276,Southborough,WORCESTER,2019,"10,038","1,107,482,000","110,329","2,478,686,000","246,930"
278,277,Southbridge,WORCESTER,2019,"16,865","330,342,000","19,587","977,795,700","57,978"
279,279,Southwick,HAMPDEN,2019,"9,737","343,928,000","35,322","1,035,358,900","106,332"
280,280,Spencer,WORCESTER,2019,"11,810","310,524,000","26,293","969,303,200","82,075"
281,281,Springfield,HAMPDEN,2019,"154,341","2,307,419,000","14,950","7,518,915,400","48,716"
282,282,Sterling,WORCESTER,2019,"7,992","342,027,000","42,796","1,034,769,600","129,476"
283,283,Stockbridge,BERKSHIRE,2019,"1,938","68,590,000","35,392","865,718,600","446,707"
284,284,Stoneham,MIDDLESEX,2019,"22,002","914,964,000","41,585","3,511,953,600","159,620"
285,285,Stoughton,NORFOLK,2019,"28,431","912,872,000","32,108","3,704,878,300","130,311"
286,286,Stow,MIDDLESEX,2019,"7,125","478,424,000","67,147","1,278,975,600","179,505"
287,287,Sturbridge,WORCESTER,2019,"9,514","406,142,000","42,689","1,208,235,600","126,996"
288,288,Sudbury,MIDDLESEX,2019,"18,874","2,178,364,000","115,416","4,535,401,000","240,299"
289,289,Sunderland,FRANKLIN,2019,"3,657","109,584,000","29,966","345,157,100","94,383"
