DOR Code,LEA Code,Municipality,County,Cherry Sheet FY,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita
036,36,Bourne,BARNSTABLE,2021,"19,872","734,962,000","36,985","4,814,391,000","242,270"
037,37,Boxborough,MIDDLESEX,2021,"6,388","367,508,000","57,531","1,177,906,300","184,394"
038,38,Boxford,ESSEX,2021,"8,367","881,249,000","105,324","1,868,910,500","223,367"
039,39,Boylston,WORCESTER,2021,"4,688","266,618,000","56,872","766,982,300","163,605"
040,40,Braintree,NORFOLK,2021,"37,250","1,616,164,000","43,387","7,187,550,000","192,954"
041,41,Brewster,BARNSTABLE,2021,"9,806","356,227,000","36,327","4,100,984,500","418,212"
042,42,Bridgewater,PLYMOUTH,2021,"27,395","897,950,000","32,778","3,016,111,400","110,097"
043,43,Brimfield,HAMPDEN,2021,"3,772","142,891,000","37,882","439,485,600","116,513"
044,44,Brockton,PLYMOUTH,2021,"95,777","2,101,878,000","21,946","7,675,101,300","80,135"
045,45,Brookfield,WORCESTER,2021,"3,458","97,125,000","28,087","276,658,600","80,005"
046,46,Brookline,NORFOLK,2021,"59,310","5,594,220,000","94,322","24,547,879,100","413,891"
047,47,Buckland,FRANKLIN,2021,"1,875","40,307,738","21,497","216,985,500","115,726"
048,48,Burlington,MIDDLESEX,2021,"28,742","1,266,081,000","44,050","7,011,898,700","243,960"
049,49,Cambridge,MIDDLESEX,2021,"118,977","7,188,046,000","60,415","49,449,365,600","415,621"
050,50,Canton,NORFOLK,2021,"23,629","1,468,020,000","62,128","5,111,198,800","216,310"
051,51,Carlisle,MIDDLESEX,2021,"5,247","649,881,000","123,858","1,544,199,600","294,301"
052,52,Carver,PLYMOUTH,2021,"11,777","369,318,000","31,359","1,394,846,000","118,438"
053,53,Charlemont,FRANKLIN,2021,"1,245","26,593,000","21,360","142,686,500","114,608"
054,54,Charlton,WORCESTER,2021,"13,697","505,236,000","36,887","1,610,444,700","117,576"
055,55,Chatham,BARNSTABLE,2021,"6,160","359,411,000","58,346","7,374,670,100","1,197,187"
056,56,Chelmsford,MIDDLESEX,2021,"35,313","1,989,752,000","56,346","5,849,923,100","165,659"
057,57,Chelsea,SUFFOLK,2021,"40,160","763,876,000","19,021","3,534,210,300","88,003"
058,58,Cheshire,BERKSHIRE,2021,"3,144","96,183,000","30,593","308,072,500","97,987"
059,59,Chester,HAMPDEN,2021,"1,384","32,139,000","23,222","125,043,400","90,349"
060,60,Chesterfield,HAMPSHIRE,2021,"1,258","26,806,000","21,308","157,870,800","125,493"
061,61,Chicopee,HAMPDEN,2021,"55,582","1,144,719,000","20,595","3,998,413,400","71,937"
062,62,Chilmark,DUKES,2021,917,"64,047,000","69,844","3,358,805,700","3,662,820"
063,63,Clarksburg,BERKSHIRE,2021,"1,650","39,862,000","24,159","128,418,100","77,829"
064,64,Clinton,WORCESTER,2021,"14,022","446,983,000","31,877","1,385,425,600","98,804"
065,65,Cohasset,NORFOLK,2021,"8,541","1,087,503,000","127,327","3,075,090,800","360,039"
066,66,Colrain,FRANKLIN,2021,"1,677","46,782,000","27,896","179,350,200","106,947"
067,67,Concord,MIDDLESEX,2021,"19,211","2,581,841,000","134,394","6,572,447,900","342,119"
068,68,Conway,FRANKLIN,2021,"1,892","66,086,000","34,929","270,902,400","143,183"
069,69,Cummington,HAMPSHIRE,2021,878,"27,225,000","31,008","130,242,300","148,340"
070,70,Dalton,BERKSHIRE,2021,"6,569","213,940,000","32,568","616,299,000","93,819"
071,71,Danvers,ESSEX,2021,"27,727","1,229,185,000","44,332","5,183,902,300","186,962"
072,72,Dartmouth,BRISTOL,2021,"34,307","1,239,186,000","36,121","5,885,151,300","171,544"
073,73,Dedham,NORFOLK,2021,"25,334","1,651,934,000","65,206","5,319,862,700","209,989"
074,74,Deerfield,FRANKLIN,2021,"5,042","222,279,000","44,085","711,485,200","141,112"
075,75,Dennis,BARNSTABLE,2021,"13,885","501,777,000","36,138","7,229,652,400","520,681"
076,76,Dighton,BRISTOL,2021,"7,891","277,507,000","35,168","1,019,183,000","129,158"
077,77,Douglas,WORCESTER,2021,"8,954","334,887,000","37,401","1,022,069,000","114,147"
078,78,Dover,NORFOLK,2021,"6,101","1,623,392,000","266,086","2,646,446,400","433,773"
079,79,Dracut,MIDDLESEX,2021,"31,747","1,126,313,000","35,478","3,647,155,100","114,882"
080,80,Dudley,WORCESTER,2021,"11,802","330,837,000","28,032","1,016,192,300","86,103"
081,81,Dunstable,MIDDLESEX,2021,"3,404","201,001,000","59,048","551,243,500","161,940"
082,82,Duxbury,PLYMOUTH,2021,"15,946","1,535,883,000","96,318","4,265,308,000","267,485"
083,83,East Bridgewater,PLYMOUTH,2021,"14,496","507,518,000","35,011","1,751,566,500","120,831"
084,84,East Brookfield,WORCESTER,2021,"2,215","70,811,000","31,969","253,517,600","114,455"
085,87,East Longmeadow,HAMPDEN,2021,"16,296","733,231,000","44,995","1,986,089,000","121,876"
086,85,Eastham,BARNSTABLE,2021,"4,871","175,156,000","35,959","2,976,889,500","611,145"
087,86,Easthampton,HAMPSHIRE,2021,"15,987","489,491,000","30,618","1,554,415,700","97,230"
088,88,Easton,BRISTOL,2021,"25,050","1,223,595,000","48,846","3,609,247,100","144,082"
089,89,Edgartown,DUKES,2021,"4,343","254,220,000","58,536","8,635,274,400","1,988,320"
090,90,Egremont,BERKSHIRE,2021,"1,208","36,419,000","30,148","447,001,500","370,034"
091,91,Erving,FRANKLIN,2021,"1,774","37,645,000","21,220","895,171,300","504,606"
092,92,Essex,ESSEX,2021,"3,789","234,934,000","62,004","867,344,300","228,911"
093,93,Everett,MIDDLESEX,2021,"46,880","1,013,265,000","21,614","5,767,100,400","123,018"
094,94,Fairhaven,BRISTOL,2021,"16,094","473,118,000","29,397","2,181,956,700","135,576"
095,95,Fall River,BRISTOL,2021,"89,661","1,594,437,000","17,783","5,571,429,500","62,139"
096,96,Falmouth,BARNSTABLE,2021,"31,019","1,375,556,000","44,346","12,342,275,400","397,894"
097,97,Fitchburg,WORCESTER,2021,"40,882","826,755,000","20,223","2,522,862,600","61,711"
098,98,Florida,BERKSHIRE,2021,724,"14,127,000","19,512","123,293,200","170,294"
099,99,Foxborough,NORFOLK,2021,"17,671","944,494,000","53,449","3,309,738,100","187,298"
100,100,Framingham,MIDDLESEX,2021,"73,123","2,567,398,000","35,111","9,773,587,600","133,660"
101,101,Franklin,NORFOLK,2021,"33,230","1,667,100,000","50,169","5,401,593,400","162,552"
102,102,Freetown,BRISTOL,2021,"9,395","362,809,000","38,617","1,416,388,700","150,760"
103,103,Gardner,WORCESTER,2021,"20,719","441,615,000","21,314","1,296,897,500","62,595"
104,104,Aquinnah,DUKES,2021,327,"7,242,000","22,147","793,211,500","2,425,723"
105,105,Georgetown,ESSEX,2021,"8,773","438,031,000","49,929","1,323,463,100","150,856"
106,106,Gill,FRANKLIN,2021,"1,489","39,388,000","26,453","160,146,100","107,553"
107,107,Gloucester,ESSEX,2021,"30,401","1,147,634,000","37,750","6,746,082,000","221,903"
108,108,Goshen,HAMPSHIRE,2021,"1,064","14,172,000","13,320","154,513,800","145,220"
109,109,Gosnold,DUKES,2021,75,"1,169,000","15,587","232,178,900","3,095,719"
110,110,Grafton,WORCESTER,2021,"18,885","939,875,000","49,768","2,596,289,300","137,479"
111,111,Granby,HAMPSHIRE,2021,"6,347","208,501,000","32,850","650,048,400","102,418"
112,112,Granville,HAMPDEN,2021,"1,624","51,992,000","32,015","203,242,200","125,149"
113,113,Great Barrington,BERKSHIRE,2021,"6,852","287,079,000","41,897","1,480,946,600","216,133"
114,114,Greenfield,FRANKLIN,2021,"17,460","389,233,000","22,293","1,502,607,800","86,060"
115,115,Groton,MIDDLESEX,2021,"11,386","840,501,000","73,819","1,781,386,100","156,454"
116,116,Groveland,ESSEX,2021,"6,850","274,190,000","40,028","976,713,800","142,586"
117,117,Hadley,HAMPSHIRE,2021,"5,346","184,583,000","34,527","1,040,640,500","194,658"
118,118,Halifax,PLYMOUTH,2021,"7,890","267,036,000","33,845","953,128,900","120,802"
119,119,Hamilton,ESSEX,2021,"8,098","550,727,000","68,008","1,613,578,500","199,256"
120,120,Hampden,HAMPDEN,2021,"5,220","211,615,000","40,539","638,652,000","122,347"
121,121,Hancock,BERKSHIRE,2021,701,"9,289,000","13,251","327,036,000","466,528"
122,122,Hanover,PLYMOUTH,2021,"14,517","803,660,000","55,360","2,802,906,000","193,077"
123,123,Hanson,PLYMOUTH,2021,"10,874","389,976,000","35,863","1,373,623,000","126,322"
124,124,Hardwick,WORCESTER,2021,"3,056","61,060,000","19,980","247,900,500","81,119"
125,125,Harvard,WORCESTER,2021,"6,610","454,081,000","68,696","1,289,986,700","195,157"
126,126,Harwich,BARNSTABLE,2021,"12,133","485,064,000","39,979","5,697,974,900","469,626"
127,127,Hatfield,HAMPSHIRE,2021,"3,284","118,221,000","35,999","563,178,100","171,492"
128,128,Haverhill,ESSEX,2021,"64,041","1,890,795,000","29,525","6,609,657,600","103,210"
129,129,Hawley,FRANKLIN,2021,336,"6,405,000","19,063","49,044,100","145,965"
130,130,Heath,FRANKLIN,2021,702,"9,709,000","13,830","93,228,900","132,805"
131,131,Hingham,PLYMOUTH,2021,"23,923","2,818,011,000","117,795","7,407,974,100","309,659"
132,132,Hinsdale,BERKSHIRE,2021,"1,922","64,892,000","33,763","316,994,600","164,930"
133,133,Holbrook,NORFOLK,2021,"11,048","343,870,000","31,125","1,276,774,300","115,566"
134,134,Holden,WORCESTER,2021,"19,163","853,758,000","44,552","2,377,246,900","124,054"
135,135,Holland,HAMPDEN,2021,"2,497","82,078,000","32,871","332,392,700","133,117"
136,136,Holliston,MIDDLESEX,2021,"14,939","903,441,000","60,475","2,669,635,100","178,702"
137,137,Holyoke,HAMPDEN,2021,"40,358","691,639,000","17,138","2,142,470,000","53,087"
138,138,Hopedale,WORCESTER,2021,"5,966","252,104,000","42,257","776,426,200","130,142"
139,139,Hopkinton,MIDDLESEX,2021,"18,269","1,448,205,000","79,271","3,865,959,600","211,613"
140,140,Hubbardston,WORCESTER,2021,"4,787","153,729,000","32,114","467,728,400","97,708"
141,141,Hudson,MIDDLESEX,2021,"19,960","781,228,000","39,140","2,755,165,600","138,034"
142,142,Hull,PLYMOUTH,2021,"10,463","450,682,000","43,074","2,266,165,500","216,589"
143,143,Huntington,HAMPSHIRE,2021,"2,182","73,377,000","33,628","192,215,800","88,092"
144,144,Ipswich,ESSEX,2021,"14,092","732,581,000","51,986","2,987,460,300","211,997"
145,145,Kingston,PLYMOUTH,2021,"13,723","563,063,000","41,031","2,120,211,600","154,501"
146,146,Lakeville,PLYMOUTH,2021,"11,418","491,088,000","43,010","1,774,669,700","155,427"
147,147,Lancaster,WORCESTER,2021,"8,185","305,249,000","37,294","954,886,800","116,663"
148,148,Lanesborough,BERKSHIRE,2021,"2,965","83,687,000","28,225","402,579,400","135,777"
149,149,Lawrence,ESSEX,2021,"80,376","1,339,957,000","16,671","4,238,762,700","52,737"
150,150,Lee,BERKSHIRE,2021,"5,715","174,923,000","30,608","973,498,900","170,341"
151,151,Leicester,WORCESTER,2021,"11,394","350,271,000","30,742","985,402,100","86,484"
152,152,Lenox,BERKSHIRE,2021,"4,964","254,864,000","51,342","1,265,446,400","254,925"
153,153,Leominster,WORCESTER,2021,"41,823","1,197,430,000","28,631","3,785,321,000","90,508"
154,154,Leverett,FRANKLIN,2021,"1,861","88,416,000","47,510","273,488,400","146,958"
155,155,Lexington,MIDDLESEX,2021,"33,792","4,121,951,000","121,980","12,008,478,900","355,365"
156,156,Leyden,FRANKLIN,2021,724,"26,707,000","36,888","92,167,800","127,304"
157,157,Lincoln,MIDDLESEX,2021,"6,797","935,467,000","137,629","2,292,229,800","337,241"
158,158,Littleton,MIDDLESEX,2021,"10,241","559,237,000","54,608","1,969,238,900","192,290"
159,159,Longmeadow,HAMPDEN,2021,"15,827","1,208,469,000","76,355","2,157,229,000","136,301"
160,160,Lowell,MIDDLESEX,2021,"111,670","2,533,331,000","22,686","8,192,976,800","73,368"
161,161,Ludlow,HAMPDEN,2021,"21,478","602,330,000","28,044","2,154,384,900","100,307"
162,162,Lunenburg,WORCESTER,2021,"11,657","444,086,000","38,096","1,405,368,400","120,560"
163,163,Lynn,ESSEX,2021,"94,654","2,061,739,000","21,782","7,895,464,600","83,414"
164,164,Lynnfield,ESSEX,2021,"13,041","1,033,102,000","79,220","3,324,301,800","254,912"
165,165,Malden,MIDDLESEX,2021,"61,036","1,740,086,000","28,509","7,590,689,100","124,364"
166,166,Manchester By The Sea,ESSEX,2021,"5,429","797,227,000","146,846","2,526,294,800","465,333"
167,167,Mansfield,BRISTOL,2021,"24,063","1,190,038,000","49,455","3,826,144,000","159,005"
168,168,Marblehead,ESSEX,2021,"20,634","1,870,464,000","90,650","6,182,649,400","299,634"
169,169,Marion,PLYMOUTH,2021,"5,143","308,024,000","59,892","1,693,499,100","329,282"
170,170,Marlborough,MIDDLESEX,2021,"39,825","1,482,417,000","37,223","5,880,360,000","147,655"
171,171,Marshfield,PLYMOUTH,2021,"25,905","1,242,875,000","47,978","5,107,817,200","197,175"
172,172,Mashpee,BARNSTABLE,2021,"14,180","565,792,000","39,901","5,605,682,100","395,323"
173,173,Mattapoisett,PLYMOUTH,2021,"6,379","372,252,000","58,356","1,829,130,600","286,743"
174,174,Maynard,MIDDLESEX,2021,"10,667","426,431,000","39,977","1,386,638,200","129,993"
175,175,Medfield,NORFOLK,2021,"12,904","1,254,489,000","97,217","2,801,486,200","217,102"
176,176,Medford,MIDDLESEX,2021,"57,765","2,313,629,000","40,052","10,557,928,900","182,774"
177,177,Medway,NORFOLK,2021,"13,427","710,736,000","52,933","2,081,768,600","155,043"
178,178,Melrose,MIDDLESEX,2021,"28,193","1,465,768,000","51,990","5,244,113,700","186,008"
179,179,Mendon,WORCESTER,2021,"6,183","362,440,000","58,619","989,637,700","160,058"
180,180,Merrimac,ESSEX,2021,"6,975","259,942,000","37,268","847,714,200","121,536"
181,181,Methuen,ESSEX,2021,"50,698","1,568,049,000","30,929","5,783,276,300","114,073"
182,182,Middleborough,PLYMOUTH,2021,"25,121","737,285,000","29,349","2,710,745,900","107,908"
183,183,Middlefield,HAMPSHIRE,2021,530,"9,987,000","18,843","73,417,000","138,523"
184,184,Middleton,ESSEX,2021,"10,050","523,881,000","52,127","2,128,852,700","211,826"
185,185,Milford,WORCESTER,2021,"29,105","988,471,000","33,962","3,414,149,500","117,305"
186,186,Millbury,WORCESTER,2021,"13,866","466,722,000","33,659","1,670,266,000","120,458"
187,187,Millis,NORFOLK,2021,"8,270","363,951,000","44,009","1,247,044,700","150,791"
188,188,Millville,WORCESTER,2021,"3,265","103,278,000","31,632","315,022,800","96,485"
189,189,Milton,NORFOLK,2021,"27,616","2,058,190,000","74,529","6,039,459,500","218,694"
190,190,Monroe,FRANKLIN,2021,112,"1,110,000","9,911","24,977,400","223,013"
191,191,Monson,HAMPDEN,2021,"8,865","260,746,000","29,413","814,480,800","91,876"
192,192,Montague,FRANKLIN,2021,"8,316","193,180,000","23,230","878,728,100","105,667"
193,193,Monterey,BERKSHIRE,2021,929,"27,444,000","29,541","544,949,000","586,597"
194,194,Montgomery,HAMPDEN,2021,870,"32,232,000","37,048","110,014,200","126,453"
195,195,Mount Washington,BERKSHIRE,2021,158,"4,716,000","29,848","92,351,700","584,504"
196,196,Nahant,ESSEX,2021,"3,524","212,393,000","60,270","910,008,700","258,232"
197,197,Nantucket,NANTUCKET,2021,"11,327","715,283,000","63,148","23,796,647,900","2,100,878"
198,198,Natick,MIDDLESEX,2021,"36,229","2,170,725,000","59,917","8,526,179,100","235,341"
199,199,Needham,NORFOLK,2021,"31,248","3,905,295,000","124,977","10,352,941,600","331,315"
200,200,New Ashford,BERKSHIRE,2021,225,"6,528,000","29,013","39,649,300","176,219"
201,201,New Bedford,BRISTOL,2021,"95,315","1,729,883,000","18,149","6,079,471,600","63,783"
202,202,New Braintree,WORCESTER,2021,"1,029","38,984,000","37,885","114,442,400","111,217"
203,205,New Marlborough,BERKSHIRE,2021,"1,458","44,238,000","30,342","490,850,400","336,660"
204,206,New Salem,FRANKLIN,2021,"1,020","25,103,000","24,611","113,802,700","111,571"
205,203,Newbury,ESSEX,2021,"7,144","457,805,000","64,082","1,584,277,400","221,763"
206,204,Newburyport,ESSEX,2021,"18,202","1,116,726,000","61,352","4,469,999,500","245,577"
207,207,Newton,MIDDLESEX,2021,"88,904","13,747,006,000","154,628","30,026,624,900","337,742"
208,208,Norfolk,NORFOLK,2021,"11,988","649,869,000","54,210","1,805,854,300","150,638"
209,209,North Adams,BERKSHIRE,2021,"12,904","218,802,000","16,956","762,773,900","59,111"
210,211,North Andover,ESSEX,2021,"31,296","1,801,036,000","57,548","5,031,244,200","160,763"
211,212,North Attleborough,BRISTOL,2021,"29,349","1,184,182,000","40,348","4,009,149,200","136,603"
212,215,North Brookfield,WORCESTER,2021,"4,808","129,162,000","26,864","418,361,600","87,014"
213,217,North Reading,MIDDLESEX,2021,"15,710","972,089,000","61,877","3,160,863,500","201,201"
214,210,Northampton,HAMPSHIRE,2021,"28,726","1,039,155,000","36,175","3,591,160,400","125,014"
215,213,Northborough,WORCESTER,2021,"15,101","966,499,000","64,002","2,982,076,900","197,475"
216,214,Northbridge,WORCESTER,2021,"16,732","562,143,000","33,597","1,723,087,000","102,982"
217,216,Northfield,FRANKLIN,2021,"2,992","89,432,000","29,890","452,727,800","151,313"
218,218,Norton,BRISTOL,2021,"19,948","744,229,000","37,308","2,512,372,400","125,946"
219,219,Norwell,PLYMOUTH,2021,"11,115","1,039,401,000","93,513","2,807,594,400","252,595"
220,220,Norwood,NORFOLK,2021,"29,327","1,308,845,000","44,629","5,454,226,400","185,980"
221,221,Oak Bluffs,DUKES,2021,"4,678","121,687,000","26,013","3,190,484,700","682,019"
222,222,Oakham,WORCESTER,2021,"1,963","62,869,000","32,027","205,951,500","104,917"
223,223,Orange,FRANKLIN,2021,"7,664","154,695,000","20,185","534,082,800","69,687"
224,224,Orleans,BARNSTABLE,2021,"5,798","321,978,000","55,533","4,253,680,900","733,646"
225,225,Otis,BERKSHIRE,2021,"1,548","51,302,000","33,141","666,372,900","430,473"
226,226,Oxford,WORCESTER,2021,"14,041","418,377,000","29,797","1,388,727,800","98,905"
227,227,Palmer,HAMPDEN,2021,"12,309","318,436,000","25,870","980,132,000","79,627"
228,228,Paxton,WORCESTER,2021,"4,963","201,418,000","40,584","530,101,700","106,811"
229,229,Peabody,ESSEX,2021,"53,278","1,773,782,000","33,293","7,905,666,900","148,385"
230,230,Pelham,HAMPSHIRE,2021,"1,322","50,120,000","37,912","185,031,400","139,963"
231,231,Pembroke,PLYMOUTH,2021,"18,448","765,578,000","41,499","2,834,530,900","153,650"
232,232,Pepperell,MIDDLESEX,2021,"12,161","446,646,000","36,728","1,303,929,800","107,222"
233,233,Peru,BERKSHIRE,2021,837,"22,679,000","27,096","91,385,700","109,182"
234,234,Petersham,WORCESTER,2021,"1,253","42,215,000","33,691","158,092,900","126,172"
235,235,Phillipston,WORCESTER,2021,"1,751","49,387,000","28,205","200,264,700","114,372"
236,236,Pittsfield,BERKSHIRE,2021,"42,533","1,166,305,000","27,421","3,573,278,600","84,012"
237,237,Plainfield,HAMPSHIRE,2021,664,"15,187,000","22,872","94,118,800","141,745"
238,238,Plainville,NORFOLK,2021,"9,230","389,720,000","42,223","1,485,020,600","160,891"
239,239,Plymouth,PLYMOUTH,2021,"60,803","2,268,529,000","37,309","10,781,668,600","177,321"
240,240,Plympton,PLYMOUTH,2021,"2,985","119,260,000","39,953","532,225,000","178,300"
241,241,Princeton,WORCESTER,2021,"3,478","186,264,000","53,555","514,460,100","147,918"
242,242,Provincetown,BARNSTABLE,2021,"2,960","167,387,000","56,550","3,070,051,300","1,037,179"
243,243,Quincy,NORFOLK,2021,"94,580","3,384,441,000","35,784","15,986,795,000","169,029"
244,244,Randolph,NORFOLK,2021,"34,398","956,910,000","27,819","3,647,034,600","106,025"
245,245,Raynham,BRISTOL,2021,"14,313","586,444,000","40,973","2,254,098,800","157,486"
246,246,Reading,MIDDLESEX,2021,"25,337","1,565,708,000","61,795","5,143,035,900","202,985"
247,247,Rehoboth,BRISTOL,2021,"12,265","568,114,000","46,320","1,863,173,000","151,910"
248,248,Revere,SUFFOLK,2021,"53,821","1,354,701,000","25,170","6,112,000,400","113,562"
249,249,Richmond,BERKSHIRE,2021,"1,422","76,417,000","53,739","428,896,400","301,615"
250,250,Rochester,PLYMOUTH,2021,"5,628","247,967,000","44,060","962,759,700","171,066"
251,251,Rockland,PLYMOUTH,2021,"17,960","564,704,000","31,442","2,114,977,100","117,760"
252,252,Rockport,ESSEX,2021,"7,295","345,833,000","47,407","2,219,088,300","304,193"
253,253,Rowe,FRANKLIN,2021,394,"10,418,000","26,442","284,026,200","720,879"
254,254,Rowley,ESSEX,2021,"6,358","307,829,000","48,416","1,079,425,500","169,774"
255,255,Royalston,WORCESTER,2021,"1,276","31,796,000","24,918","120,880,700","94,734"
256,256,Russell,HAMPDEN,2021,"1,802","44,514,000","24,703","144,727,200","80,315"
257,257,Rutland,WORCESTER,2021,"8,846","327,455,000","37,017","908,839,600","102,740"
258,258,Salem,ESSEX,2021,"43,559","1,356,997,000","31,153","5,405,036,100","124,085"
259,259,Salisbury,ESSEX,2021,"9,489","287,398,000","30,287","1,754,512,300","184,900"
260,260,Sandisfield,BERKSHIRE,2021,895,"22,979,000","25,675","230,321,300","257,342"
261,261,Sandwich,BARNSTABLE,2021,"20,226","869,351,000","42,982","4,294,060,900","212,304"
262,262,Saugus,ESSEX,2021,"28,385","1,007,493,000","35,494","4,742,468,400","167,077"
263,263,Savoy,BERKSHIRE,2021,683,"18,719,000","27,407","69,383,000","101,586"
264,264,Scituate,PLYMOUTH,2021,"18,834","1,263,315,000","67,076","4,819,519,000","255,895"
265,265,Seekonk,BRISTOL,2021,"15,702","590,703,000","37,620","2,435,953,700","155,137"
266,266,Sharon,NORFOLK,2021,"18,943","1,268,785,000","66,979","3,666,373,500","193,548"
267,267,Sheffield,BERKSHIRE,2021,"3,152","113,893,000","36,134","611,528,200","194,013"
268,268,Shelburne,FRANKLIN,2021,"1,861","39,942,281","21,463","249,718,300","134,185"
269,269,Sherborn,MIDDLESEX,2021,"4,341","944,713,000","217,626","1,323,636,700","304,915"
270,270,Shirley,MIDDLESEX,2021,"7,649","214,264,000","28,012","706,189,700","92,324"
271,271,Shrewsbury,WORCESTER,2021,"37,973","1,981,755,000","52,189","6,091,353,800","160,413"
272,272,Shutesbury,FRANKLIN,2021,"1,774","47,599,000","26,831","220,424,500","124,253"
273,273,Somerset,BRISTOL,2021,"18,181","575,537,000","31,656","2,248,577,600","123,677"
274,274,Somerville,MIDDLESEX,2021,"81,562","3,540,723,000","43,411","15,170,069,800","185,994"
275,278,South Hadley,HAMPSHIRE,2021,"17,806","571,800,000","32,113","1,608,596,500","90,340"
276,275,Southampton,HAMPSHIRE,2021,"6,196","242,293,000","39,105","751,039,000","121,214"
277,276,Southborough,WORCESTER,2021,"10,169","1,190,666,000","117,088","2,581,928,000","253,902"
278,277,Southbridge,WORCESTER,2021,"16,931","358,238,000","21,159","1,062,982,400","62,783"
279,279,Southwick,HAMPDEN,2021,"9,793","353,101,000","36,056","1,108,115,700","113,154"
280,280,Spencer,WORCESTER,2021,"11,971","336,403,000","28,101","1,117,662,500","93,364"
281,281,Springfield,HAMPDEN,2021,"155,032","2,391,260,000","15,424","8,214,498,300","52,986"
282,282,Sterling,WORCESTER,2021,"8,190","366,838,000","44,791","1,126,832,600","137,586"
283,283,Stockbridge,BERKSHIRE,2021,"1,903","118,220,000","62,123","897,418,300","471,581"
284,284,Stoneham,MIDDLESEX,2021,"22,729","1,005,387,000","44,234","4,037,834,200","177,651"
285,285,Stoughton,NORFOLK,2021,"28,950","965,932,000","33,366","4,014,565,300","138,672"
286,286,Stow,MIDDLESEX,2021,"7,214","481,909,000","66,802","1,326,450,500","183,872"
287,287,Sturbridge,WORCESTER,2021,"9,640","451,834,000","46,871","1,304,272,900","135,298"
288,288,Sudbury,MIDDLESEX,2021,"19,627","2,224,415,000","113,334","4,796,024,700","244,359"
289,289,Sunderland,FRANKLIN,2021,"3,659","108,038,000","29,527","374,363,600","102,313"
